eliminado,fecha_creacion,id,tipo_impuesto_id,nombre,codigo
false,2025-03-15T17:57:35.129,275,2,Vigradina*50 mg*caja*4 tabletas*bioquifar,7707019381115
false,2025-03-15T18:03:10.162,276,2,Gelpin*50 mg*caja*2 cpasulas*colmed,7703153015398
false,2025-03-17T15:41:53.997,277,2,Prazosina*1 mg*caja*30 tabletas*expofarma,7703432425542
false,2025-03-17T15:46:13.070,278,2,Pregabalina*75mg*caja*30cps*ecar,7702184011621
false,2025-03-17T15:47:34.421,279,2,Pamoato pirantel*fco*15 ml*memphis,7704412170896
false,2025-03-17T15:54:08.205,280,2,Prednisolona*5mg*caja*30 tbs*coaspharma,7703712030534
false,2025-03-17T16:03:40.625,281,2,Sildenafil*100mg*caja*1 tbs*ag,7706569020857
false,2025-03-17T16:26:14.096,282,2,Sildenafil*50mg*masticable*caja*2 tabletas*ag,7706569020079
false,2025-03-17T16:32:47.256,283,2,Fulerec*sildenafil*50mg*caja*4 tabs*med-line,7709792547573
false,2025-03-17T16:35:53.144,284,2,Erassin*sildenafil*100mg*caja*2 tabls*labinco,7707177971616
false,2025-03-17T16:40:10.267,285,2,Verelis*20mg*tadalafilo*cja*4 tabs*bioquifar,7707019384116
false,2025-03-17T16:47:28.121,286,2,Sertranquil*sertralina*50mg*10 tbs*bioquifar,7707019380613
false,2025-03-17T16:49:16.978,287,2,Secnidazol*500mg*4 tbs*coaspharma,7703712031531
false,2025-03-17T16:51:32.467,288,2,Seamib*secnidazol*500mg*4 tbs*bioquifar,7707019340204
false,2025-03-17T16:52:55.489,289,2,Leberlim*secnidazol*500mg*4 tbs*lab*ive,7709946708331
false,2025-03-17T16:55:35.209,290,2,Silimarina*150mg*caja*20 capsulas*gf,7702605102808
false,2025-03-17T17:03:17.733,291,2,Bacmicine*sultamicilina*375*10 tbs*bioquifar,7707019312621
false,2025-03-17T17:05:30.996,292,2,Bilsyl*silimarina*240mg*20 caps*anglopharma,7707035565834
false,2025-03-17T17:07:33.420,293,2,Stan*k*,2643
false,2025-03-18T10:33:51.301,294,2,Trimebutina*200mg*caja*30tbs*memphis,7704412186408
false,2025-03-18T10:35:01.250,295,2,Tramadol*50mg*10 capsulas blandas*colmed,7703153023409
false,2025-03-18T10:37:15.220,296,2,Tramadol*gotas*novamed,7703546706049
false,2025-03-18T10:37:59.986,297,2,Tramadol*gotas*expofarma,7703432421605
false,2025-03-18T10:45:27.861,298,2,Trimebutina*200mg*caja*300tbs*laproff,7703038066637
false,2025-03-18T10:47:48.931,299,2,SULFATO FERROSO*300MG*CAJA*250 TBS*ECAR,7702184011775
false,2025-03-18T11:07:24.989,300,2,Trazodona*50mg*caja*50 tbs*expofarma,7703432425214
false,2025-03-18T11:08:38.072,301,2,Trazodona*50mg*caja*50 tbs*recipe,7702195070099
false,2025-03-18T11:09:50.433,302,2,Tiamina*frasco*10 ml*ecar,7702184130148
false,2025-03-18T11:11:57.894,303,2,Trimetoprim*sulfametoxazol*f*caja*100 tbs*gf,7702605102655
false,2025-03-18T11:15:05.611,304,2,Trimetoprim sulfa*80/400mg*caja*100tbs*ecar,7702184609309
false,2025-03-18T11:17:01.577,305,2,Tiamina*300mg*caja*250 tbs*ecar,7702184010280
false,2025-03-18T11:21:03.174,306,2,Tamsulosina*04mg*caja*30 caps*gf,7702605110513
false,2025-03-18T11:22:27.824,307,2,Verapamilo*80mg*caja*50 tbs*tq,7702057076122
false,2025-03-18T11:23:39.131,308,2,Valsartan*80mg*caja*14 tbs*genfar,7702605104543
false,2025-03-18T11:24:40.977,309,2,Verapamilo*120mg*caja*30 tbs*tq,7702057076153
false,2025-03-18T11:27:01.739,310,2,Complejo*b*frasco*10 ml*ecar,7702184130193
false,2025-03-18T11:27:44.862,311,2,Vitamina*b12*frasco*10 ml*ecar,7702184130162
false,2025-03-18T11:32:34.355,312,2,Zopiclona*7.5mg*caja*30tbs*recipe,7702195116964
false,2025-03-18T14:35:08.775,313,2,Quetiapina*25mg*caja*30tbs*genfar,7705959881016
false,2025-03-18T14:45:08.401,314,2,Amitriptilina*25mg*caja*30 tbs*memphis,7704412100275
false,2025-03-18T14:58:44.807,315,2,Venda elastica 2*5 yardas,77077101604777707282990779
false,2025-03-18T15:00:46.246,316,2,Venda elastica*3*5 yardas*,7707282990793
false,2025-03-18T15:01:55.385,317,2,Venda elastica*4*5 yardas,7707282990786
false,2025-03-18T15:08:06.726,318,2,Venda elastica*5*5 yardas,77077101605077707282990762
false,2025-03-18T15:09:54.239,319,2,Venda elastica*6*5 yardas,77077101605147707270363639
false,2025-03-18T15:14:08.343,320,2,Algodon*5 gramos,7702208100058
false,2025-03-18T15:16:23.425,321,2,Algodon*25 gramos,7702560000362
false,2025-03-18T15:21:03.930,322,2,Algodon*50 gramos,7702208100508
false,2025-03-18T15:29:07.211,323,2,Pañal tena*slip*talla m*unidad,7702027479656
false,2025-03-18T15:31:19.983,324,2,Pañal tena*slip*talla l*unidad,7702027479755
false,2025-03-18T15:35:22.866,325,2,Pañal tena*pants*talla* l* unidad,7702026174897
false,2025-03-19T10:12:06.845,326,2,Aztrobac*azitromicina*fco*15 ml*bioquifar,7707019313086
false,2025-03-19T10:13:15.045,327,2,Deucilina*ampicilina*100ml*suspension*bioquifar,7707019412215
false,2025-03-19T10:18:28.324,328,2,Eumoxina*amoxicilina*250mg/susp*100ml*bioquifar,7707019314113
false,2025-03-19T10:23:44.291,329,2,Zivical*carb*de calcio*600mg*30tbs*bioquifar,7707019461121
false,2025-03-19T10:25:11.336,330,2,Buprofen*ibuprofeno*fco*100ml*bioquifar,7707019437225
false,2025-03-19T10:27:17.224,331,2,Enerzin*sulfato de zinc*fco*90ml*laproff,7703038067290
false,2025-03-19T10:28:28.181,332,2,Flupar*nitazoxanida*frasco*60 ml*anglopharma,7707035502532
false,2025-03-19T10:31:07.168,333,2,Taxen*nitazoxanida*frasco*30ml*rocipar,7707186901451
false,2025-03-19T10:32:45.826,334,2,Fungisterol*ketoconazol*frco*60 ml*bioquifar,7707019334005
false,2025-03-19T10:35:14.991,335,2,Eutarpan*loratadina*frasco*100ml*bioquifar,7707019330205
false,2025-03-19T10:37:38.567,336,2,Mebicitrof*metronidazol*frasco*120ml*bioquifar,7707019469806
false,2025-03-19T10:39:00.600,337,2,Supribac*trimet*sulfamet*frco*120ml*bioquifar,7707019314236
false,2025-03-19T10:42:57.982,338,2,Supribac f* trimet/sulfamt*frco*120ml*bioquifar,7707019314229
false,2025-03-19T10:44:28.410,339,2,Zynapet*buclizina*frasco*120ml*farma,7707269910219
false,2025-03-19T10:45:43.862,340,2,Zeridil*cetirizina*frasco*60ml*bioquifar,7707019330250
false,2025-03-19T10:46:51.122,341,2,Acetaminofen*gotas*frco*30ml*laproff,7703038060970
false,2025-03-19T10:51:57.417,342,2,Acetaminofen*jarabe*frco*60ml*laproff,7703038060987
false,2025-03-19T11:23:48.842,343,2,Acetaminofen*jarabe*frasco*90ml*laproff,7703038065630
false,2025-03-19T11:58:54.624,344,2,Amoxicilina*250/5ml*fco*100ml*coaspharma,7703712033344
false,2025-03-19T12:00:32.218,345,2,Amoxicilina*suspension*fco*100ml*ag,7706569001184
false,2025-03-19T12:03:55.129,346,2,Benzoato de bencilo*fco*120ml*coaspharma,7703712032002
false,2025-03-19T12:04:56.455,347,2,Cefalexina*susp*frasco*60ml*ag,7706569001160
false,2025-03-19T12:06:29.124,348,2,Cetirizina*jarabe*frco*60ml*ecar,7702184020227
false,2025-03-19T12:07:44.580,349,2,Nistatina*jarabe*fco*60ml*coaspharma,7703712031388
false,2025-03-19T12:09:13.962,350,2,Metoclopramida*gotas*30ml*coaspharma,7703712033061
false,2025-03-19T12:12:19.382,351,2,Kids*ibuprofeno*jarabe*fco*120ml*gf,7705959885229
false,2025-03-19T12:14:57.160,352,2,Adorem*acetaminofen*jarabe*60ml*siegfred,7707355058108
false,2025-03-19T12:15:59.140,353,2,Ibuprofeno*kids*frasco*120ml*ag,7706569000682
false,2025-03-19T12:20:42.150,354,2,Metronidazol*frasco*120ml*ecar,7702184020616
false,2025-03-19T12:21:41.642,355,2,Metronidazol*jarabe*fco*120ml*coaspharma,7703712031456
false,2025-03-19T12:22:59.962,356,2,Sulfato ferroso*gotas*20 ml*laproff,7703038062431
false,2025-03-19T12:23:55.245,357,2,Sulfato ferroso*frsco*100 tbs*ecar,7702184010259
false,2025-03-19T12:24:55.106,358,2,Sulfato ferroso*jarabe*fco*120ml*laproff,7703038065425
